customer_id,age,gender,city,membership,join_date
614,41,Male,Chicago,Silver,2020-10-23
615,33,Male,New York,Silver,2023-10-03
616,43,Female,Miami,Gold,2023-03-08
617,24,Male,Chicago,Platinum,2020-01-16
618,20,Female,Dallas,Gold,2020-09-28
619,33,Female,Seattle,Gold,2023-04-13
620,65,Male,Miami,Gold,2020-09-21
621,62,Female,Miami,Silver,2021-12-16
622,25,Male,New York,Gold,2025-05-01
623,27,Male,Dallas,Silver,2020-11-04
624,36,Male,Seattle,Platinum,2020-02-24
625,48,Male,Miami,Gold,2020-07-07
626,48,Male,Chicago,Platinum,2024-10-02
627,61,Female,Miami,Platinum,2025-05-02
628,44,Male,Miami,Gold,2022-09-05
629,64,Female,Seattle,Silver,2020-05-17
630,31,Female,New York,Silver,2021-12-27
631,24,Male,New York,Platinum,2023-09-01
632,55,Male,New York,Platinum,2022-06-03
633,33,Male,Dallas,Gold,2023-06-06
634,21,Female,Miami,Gold,2022-03-13
635,58,Male,Miami,Silver,2021-07-20
636,57,Female,Seattle,Silver,2021-07-04
637,38,Female,Seattle,Platinum,2020-04-22
638,35,Male,Seattle,Gold,2021-08-28
639,55,Male,Dallas,Platinum,2025-06-16
640,60,Female,Seattle,Platinum,2023-02-20
641,56,Female,Seattle,Platinum,2021-03-27
642,37,Male,New York,Silver,2022-10-07
643,70,Male,Dallas,Gold,2024-09-27
644,37,Female,Chicago,Silver,2022-10-24
645,26,Female,New York,Gold,2022-08-19
646,64,Female,Miami,Gold,2020-09-13
647,63,Male,Miami,Silver,2024-04-25
648,35,Male,Seattle,Gold,2020-01-25
649,59,Female,Miami,Platinum,2020-02-14
650,54,Female,New York,Silver,2023-11-04
651,38,Female,New York,Platinum,2022-10-17
652,51,Female,Miami,Platinum,2020-03-30
653,30,Male,New York,Platinum,2020-08-26
654,69,Male,New York,Platinum,2022-12-20
655,37,Male,Chicago,Platinum,2020-11-03
656,32,Male,New York,Platinum,2021-12-23
657,62,Female,Dallas,Platinum,2020-10-02
658,36,Male,New York,Platinum,2021-06-26
659,21,Male,Seattle,Platinum,2025-05-30
660,36,Female,Seattle,Gold,2024-09-17
661,69,Male,Chicago,Silver,2024-04-21
662,61,Male,Seattle,Gold,2021-12-27
663,40,Male,Chicago,Silver,2021-04-14
664,69,Male,Dallas,Silver,2024-11-11
665,46,Female,Chicago,Silver,2021-06-11
666,27,Female,New York,Gold,2023-11-03
667,64,Male,Seattle,Gold,2021-06-21
668,67,Female,Chicago,Silver,2023-11-13
669,58,Female,New York,Gold,2022-07-25
670,52,Male,Chicago,Silver,2024-10-21
671,49,Male,Dallas,Platinum,2023-07-03
672,45,Male,Miami,Gold,2020-07-20
673,33,Male,Seattle,Platinum,2020-08-25
674,29,Female,Dallas,Platinum,2023-08-10
675,56,Female,Seattle,Platinum,2025-06-13
676,44,Male,Seattle,Silver,2022-05-21
677,26,Male,Dallas,Gold,2023-06-16
678,45,Male,Chicago,Platinum,2021-07-09
679,48,Female,Dallas,Platinum,2024-08-26
680,67,Male,Dallas,Silver,2023-02-23
681,63,Female,New York,Platinum,2023-09-15
682,64,Male,Dallas,Gold,2021-06-26
683,66,Male,Dallas,Silver,2024-07-02
684,23,Female,Seattle,Silver,2022-09-07
685,55,Male,Miami,Gold,2022-10-04
686,69,Male,Miami,Silver,2022-02-09
687,69,Male,Seattle,Platinum,2020-06-21
688,33,Male,Seattle,Silver,2021-08-24
689,57,Male,Dallas,Silver,2020-05-19
690,22,Male,Miami,Gold,2021-12-26
691,37,Male,Miami,Gold,2023-06-25
692,40,Female,Chicago,Platinum,2021-12-28
693,51,Male,Dallas,Platinum,2021-04-21
694,33,Male,Dallas,Gold,2024-08-29
695,52,Female,Dallas,Platinum,2020-01-10
696,60,Female,Dallas,Platinum,2024-05-26
697,32,Male,Chicago,Silver,2020-06-22
698,34,Female,Chicago,Silver,2020-12-03
699,70,Male,Dallas,Gold,2025-02-03
700,63,Male,Chicago,Silver,2022-07-01
701,31,Female,New York,Platinum,2025-01-10
702,37,Male,Dallas,Platinum,2024-06-14
703,59,Female,Dallas,Silver,2020-05-20
704,22,Male,New York,Platinum,2022-08-07
705,63,Female,New York,Platinum,2025-05-05
706,28,Female,Seattle,Platinum,2020-08-12
707,30,Male,Chicago,Gold,2021-03-14
708,51,Female,Dallas,Gold,2025-02-28
709,40,Female,Dallas,Silver,2020-02-29
710,18,Female,New York,Silver,2020-06-06
711,38,Female,Dallas,Silver,2021-05-20
712,61,Male,Chicago,Silver,2021-02-02
713,58,Male,Miami,Platinum,2023-11-06
714,60,Male,Seattle,Platinum,2020-02-28
715,53,Male,Seattle,Silver,2024-09-11
716,52,Male,Chicago,Silver,2020-05-08
717,19,Male,Dallas,Platinum,2020-06-22
718,51,Female,Chicago,Gold,2020-01-17
719,52,Female,Dallas,Gold,2023-01-16
720,42,Female,Miami,Platinum,2022-12-28
721,47,Female,New York,Silver,2024-04-04
722,48,Female,Chicago,Platinum,2021-03-02
723,51,Male,Miami,Silver,2024-09-29
724,38,Male,Chicago,Gold,2022-03-23
725,20,Female,Miami,Gold,2024-08-30
726,50,Male,New York,Silver,2023-02-11
727,44,Female,Miami,Gold,2023-04-27
728,20,Male,Chicago,Gold,2023-12-17
729,42,Female,Miami,Silver,2025-03-24
730,54,Female,Chicago,Platinum,2022-12-02
731,65,Male,Chicago,Silver,2021-03-07
732,48,Male,New York,Platinum,2024-09-18
733,43,Female,New York,Silver,2024-06-28
734,24,Male,Miami,Gold,2022-08-30
735,29,Male,Miami,Gold,2024-07-21
736,60,Male,Seattle,Silver,2020-05-09
737,26,Female,Miami,Gold,2022-10-07
738,50,Female,Seattle,Platinum,2021-05-23
739,46,Female,Seattle,Gold,2022-03-02
740,69,Male,Seattle,Platinum,2024-11-07
741,24,Male,Miami,Platinum,2024-07-07
742,40,Male,New York,Gold,2024-11-27
743,55,Female,New York,Gold,2025-01-18
744,25,Male,Seattle,Gold,2022-11-14
745,23,Female,New York,Gold,2024-09-21
746,55,Female,Chicago,Platinum,2020-12-08
747,45,Female,Seattle,Platinum,2021-05-13
748,49,Female,New York,Platinum,2021-06-05
749,25,Female,Dallas,Silver,2023-03-04
750,23,Female,Miami,Platinum,2021-01-05
751,32,Female,New York,Silver,2022-07-21
752,41,Female,Seattle,Platinum,2022-08-24
753,60,Male,Miami,Gold,2023-02-26
754,23,Male,New York,Silver,2021-07-24
755,20,Female,Dallas,Silver,2023-01-06
756,48,Female,New York,Gold,2024-11-24
757,39,Male,Chicago,Gold,2024-02-14
758,63,Male,New York,Gold,2022-11-14
759,30,Female,Chicago,Silver,2021-04-20
760,23,Female,New York,Silver,2021-10-17
761,18,Female,Miami,Platinum,2022-12-14
762,28,Male,Seattle,Silver,2024-07-27
763,34,Female,Chicago,Silver,2023-05-24
764,63,Female,Seattle,Gold,2022-11-13
765,45,Female,Seattle,Gold,2023-03-02
766,19,Male,Seattle,Platinum,2024-03-15
767,44,Male,Seattle,Silver,2024-09-06
768,52,Male,Dallas,Gold,2024-03-12
769,48,Female,Dallas,Platinum,2022-07-24
770,43,Female,Dallas,Silver,2022-01-04
771,52,Male,Dallas,Silver,2024-10-11
772,60,Male,Dallas,Platinum,2024-11-30
773,42,Male,Dallas,Platinum,2021-05-31
774,49,Male,Chicago,Gold,2020-08-14
775,32,Male,New York,Gold,2020-04-26
776,29,Male,New York,Gold,2023-01-29
777,64,Female,New York,Silver,2021-07-09
778,21,Female,Chicago,Gold,2023-05-04
779,46,Male,Dallas,Gold,2024-11-24
780,42,Female,Dallas,Silver,2021-04-14
781,70,Female,Miami,Gold,2022-05-25
782,45,Female,Miami,Gold,2021-01-17
783,27,Male,Dallas,Gold,2025-06-03
784,42,Male,Miami,Gold,2023-03-25
785,29,Male,New York,Platinum,2021-02-22
786,48,Male,Dallas,Platinum,2022-12-16
787,58,Male,Chicago,Gold,2020-12-17
788,65,Male,Seattle,Gold,2022-09-28
789,40,Male,Miami,Silver,2020-02-19
790,41,Male,Chicago,Silver,2025-02-05
791,43,Female,Miami,Platinum,2021-07-12
792,45,Female,Seattle,Gold,2020-06-15
793,55,Male,Chicago,Platinum,2024-03-01
794,48,Male,New York,Silver,2020-05-13
795,19,Male,Dallas,Silver,2024-01-15
796,47,Female,Miami,Platinum,2021-07-09
797,62,Female,Miami,Gold,2024-11-14
798,24,Female,Seattle,Silver,2020-05-25
799,64,Female,Chicago,Platinum,2023-05-21
800,19,Female,New York,Gold,2021-12-07
801,67,Male,Miami,Gold,2021-10-11
802,55,Male,Miami,Gold,2025-02-26
803,64,Female,New York,Platinum,2024-07-23
804,61,Female,New York,Gold,2022-04-11
805,65,Male,Miami,Silver,2020-01-24
806,67,Female,Dallas,Silver,2022-04-08
807,65,Male,Chicago,Gold,2022-11-23
808,62,Female,Chicago,Platinum,2022-08-18
809,64,Female,Miami,Platinum,2021-06-08
810,65,Male,Seattle,Platinum,2025-04-09
811,55,Female,Chicago,Gold,2020-12-14
812,47,Female,Miami,Platinum,2025-01-16
813,60,Male,Miami,Platinum,2020-06-10
814,56,Female,Dallas,Gold,2022-09-28
815,64,Male,Dallas,Silver,2024-09-20
816,58,Female,Seattle,Gold,2020-09-12
817,34,Male,New York,Platinum,2025-03-07
818,68,Male,Seattle,Silver,2022-08-12
819,33,Male,New York,Silver,2020-06-12
820,24,Male,New York,Platinum,2023-09-08
821,25,Male,Dallas,Gold,2020-10-27
822,70,Female,New York,Silver,2024-09-21
823,69,Female,Miami,Platinum,2024-08-09
824,32,Male,Miami,Platinum,2022-09-29
825,28,Female,Miami,Gold,2024-08-20
826,50,Male,Dallas,Platinum,2024-10-19
827,22,Male,New York,Platinum,2021-09-02
828,24,Female,New York,Silver,2024-11-19
829,60,Male,Dallas,Platinum,2021-09-16
830,55,Female,Seattle,Gold,2020-08-28
831,69,Male,Dallas,Platinum,2023-09-24
832,67,Male,Miami,Platinum,2024-12-18
833,65,Male,Dallas,Platinum,2022-07-03
834,24,Female,Chicago,Gold,2020-08-21
835,41,Female,Chicago,Gold,2025-03-03
836,57,Male,Miami,Silver,2025-04-09
837,57,Male,Chicago,Platinum,2024-09-16
838,48,Female,Chicago,Gold,2023-10-02
839,39,Female,Miami,Gold,2020-08-17
840,34,Male,Miami,Gold,2024-01-09
841,50,Female,Chicago,Silver,2021-04-14
842,65,Male,Seattle,Gold,2021-06-09
843,18,Female,Miami,Silver,2022-05-25
844,66,Female,New York,Platinum,2024-06-25
845,35,Male,Chicago,Silver,2022-05-22
846,43,Male,New York,Platinum,2022-06-19
847,70,Male,Chicago,Silver,2021-07-12
848,41,Female,Dallas,Platinum,2021-05-30
849,54,Male,New York,Silver,2021-06-10
850,48,Male,Dallas,Silver,2025-02-05
851,69,Male,Chicago,Gold,2023-08-09
852,32,Male,Seattle,Platinum,2022-01-25
853,62,Female,Chicago,Silver,2025-05-24
854,18,Female,Dallas,Platinum,2021-11-06
855,61,Female,Dallas,Platinum,2024-06-04
856,62,Female,Seattle,Platinum,2021-07-18
857,67,Female,Miami,Silver,2025-03-17
858,69,Female,Chicago,Platinum,2022-08-24
859,40,Female,New York,Silver,2023-05-02
860,51,Male,Chicago,Platinum,2024-03-24
861,32,Female,Dallas,Gold,2022-03-27
862,57,Male,New York,Gold,2020-11-08
863,64,Male,Seattle,Platinum,2025-03-26
864,43,Female,New York,Gold,2025-02-21
865,68,Male,Seattle,Silver,2023-09-05
866,37,Male,Dallas,Gold,2024-06-01
867,26,Female,Miami,Gold,2022-09-01
868,26,Female,Dallas,Platinum,2021-10-19
869,31,Female,New York,Gold,2022-10-25
870,54,Female,Seattle,Gold,2021-06-25
871,28,Female,Dallas,Gold,2025-06-18
872,27,Female,Seattle,Platinum,2022-06-24
873,60,Female,Chicago,Gold,2020-03-22
874,23,Male,Dallas,Silver,2022-12-06
875,65,Female,New York,Gold,2024-06-16
876,24,Female,Chicago,Silver,2021-12-06
877,33,Female,Miami,Gold,2025-04-04
878,63,Male,Miami,Silver,2020-03-07
879,39,Male,Seattle,Silver,2020-12-11
880,69,Female,Miami,Silver,2024-10-11
881,68,Female,Dallas,Platinum,2020-12-03
882,20,Male,Seattle,Gold,2024-11-17
883,52,Male,Seattle,Gold,2022-06-12
884,21,Male,Dallas,Gold,2023-04-18
885,54,Female,Miami,Silver,2023-04-01
886,50,Male,Dallas,Platinum,2022-04-08
887,59,Male,Chicago,Platinum,2025-04-24
888,49,Male,Seattle,Platinum,2022-03-20
889,31,Female,New York,Gold,2020-03-07
890,34,Male,Chicago,Platinum,2021-06-01
891,66,Female,Seattle,Gold,2020-07-24
892,37,Male,Seattle,Silver,2024-07-30
893,34,Male,Chicago,Silver,2023-10-10
894,43,Male,Miami,Platinum,2021-08-31
895,18,Female,Dallas,Silver,2021-06-09
896,28,Male,New York,Silver,2024-05-17
897,62,Female,Miami,Platinum,2024-01-19
898,19,Male,Seattle,Platinum,2020-02-06
899,60,Male,Miami,Gold,2024-04-14
900,57,Male,New York,Platinum,2025-02-21
901,67,Female,Seattle,Silver,2020-11-21
902,32,Male,Miami,Gold,2023-01-10
903,52,Female,Dallas,Silver,2022-11-04
904,56,Female,Seattle,Silver,2023-10-06
905,36,Female,Chicago,Platinum,2023-07-19
906,35,Female,Miami,Platinum,2021-07-18
907,50,Male,Chicago,Platinum,2023-09-17
908,19,Male,Chicago,Gold,2020-12-11
909,65,Female,Chicago,Silver,2023-08-31
910,59,Male,Miami,Silver,2022-03-05
911,34,Female,Chicago,Platinum,2021-06-19
912,42,Male,New York,Silver,2024-01-13
913,49,Female,Dallas,Gold,2022-04-10
914,67,Female,Miami,Silver,2021-08-09
915,35,Female,Seattle,Platinum,2020-11-08
916,68,Female,Chicago,Gold,2020-05-05
917,22,Female,New York,Gold,2021-03-02
918,47,Female,New York,Gold,2021-11-21
919,18,Female,Seattle,Gold,2022-05-17
920,66,Female,Miami,Platinum,2022-09-22
921,66,Male,Seattle,Gold,2021-08-15
922,24,Male,Chicago,Platinum,2021-11-21
923,41,Female,Seattle,Silver,2024-09-15
924,42,Male,Seattle,Platinum,2021-02-15
925,25,Male,Seattle,Gold,2020-12-20
926,61,Male,Chicago,Platinum,2020-07-15
927,62,Female,Dallas,Platinum,2022-06-19
928,69,Male,Seattle,Platinum,2025-04-14
929,48,Male,New York,Platinum,2021-02-10
930,61,Male,Chicago,Silver,2021-07-14
931,53,Male,New York,Gold,2021-08-07
932,31,Male,Dallas,Platinum,2023-10-21
933,27,Male,New York,Platinum,2020-11-16
934,55,Female,Dallas,Silver,2020-05-29
935,30,Male,Miami,Gold,2021-03-19
936,68,Female,Miami,Gold,2020-12-20
937,56,Male,Seattle,Silver,2021-02-21
938,22,Male,Chicago,Silver,2023-06-03
939,57,Male,Miami,Gold,2025-06-01
940,22,Female,New York,Gold,2022-12-17
941,35,Male,Miami,Gold,2022-06-06
942,68,Male,Chicago,Platinum,2023-04-21
943,25,Female,Seattle,Gold,2021-04-03
944,46,Female,Dallas,Platinum,2023-03-07
945,29,Male,New York,Gold,2024-11-02
946,57,Female,Chicago,Platinum,2024-01-14
947,47,Female,Dallas,Silver,2022-07-25
948,30,Female,Miami,Gold,2023-05-09
949,31,Male,Miami,Silver,2021-08-01
950,24,Male,Chicago,Gold,2022-11-14
951,31,Female,Seattle,Platinum,2020-05-06
952,42,Male,New York,Gold,2024-03-09
953,37,Male,Seattle,Silver,2024-04-01
954,47,Female,Seattle,Silver,2023-08-19
955,24,Male,Miami,Silver,2024-02-22
956,42,Male,New York,Platinum,2022-10-12
957,49,Female,Miami,Gold,2020-02-28
958,59,Female,Seattle,Silver,2022-11-26
959,18,Male,Chicago,Platinum,2024-09-12
960,38,Male,Chicago,Gold,2024-09-18
961,62,Male,Seattle,Silver,2020-10-21
962,34,Female,New York,Platinum,2020-09-09
963,22,Female,Seattle,Gold,2021-03-07
964,20,Female,Chicago,Gold,2025-05-07
965,30,Male,Chicago,Silver,2022-12-21
966,60,Female,Dallas,Gold,2024-08-18
967,69,Male,Chicago,Gold,2020-09-09
968,67,Male,New York,Platinum,2021-10-07
969,23,Male,Seattle,Platinum,2020-06-13
970,44,Male,Miami,Silver,2024-06-08
971,63,Male,Dallas,Platinum,2025-03-23
972,65,Female,Seattle,Platinum,2021-01-25
973,43,Female,New York,Gold,2022-01-19
974,18,Female,Chicago,Platinum,2021-12-30
975,41,Male,New York,Gold,2024-06-19
976,66,Female,Dallas,Platinum,2020-12-20
977,37,Male,Dallas,Gold,2021-03-09
978,20,Male,New York,Platinum,2021-01-07
979,56,Female,Dallas,Platinum,2020-03-16
980,35,Female,New York,Platinum,2023-08-04
981,33,Male,Chicago,Gold,2021-12-12
982,35,Female,New York,Gold,2020-08-14
983,37,Female,Chicago,Silver,2022-11-26
984,55,Female,Miami,Gold,2020-01-22
985,18,Male,Seattle,Platinum,2024-04-13
986,27,Female,New York,Platinum,2025-03-16
987,33,Male,Chicago,Gold,2020-10-11
988,57,Female,Chicago,Silver,2020-10-07
989,56,Male,Chicago,Silver,2023-05-05
990,35,Female,Dallas,Silver,2025-01-14
991,27,Male,New York,Gold,2025-04-13
992,63,Female,Seattle,Gold,2023-11-03
993,26,Female,Seattle,Gold,2024-05-24
994,46,Female,Dallas,Gold,2021-01-15
995,35,Male,Dallas,Silver,2023-11-24
996,21,Female,New York,Silver,2020-06-11
997,56,Female,New York,Platinum,2021-05-17
998,26,Female,Miami,Gold,2021-03-31
999,55,Female,Chicago,Platinum,2021-03-22
1000,28,Male,Dallas,Gold,2020-06-25
