transaction_id,customer_id,product_id,purchase_date,quantity,unit_price,discount,payment_method,total_amount
5191,607,455,2025-05-17,3,263.57,15,Card,672.1
5192,866,110,2025-04-08,5,260.93,20,Card,1043.72
5193,182,55,2024-03-28,2,375.49,20,UPI,600.78
5194,248,472,2023-10-14,5,266.8,0,UPI,1334.0
5195,328,285,2024-04-19,4,274.37,20,UPI,877.98
5196,696,17,2025-02-13,4,212.18,5,UPI,806.28
5197,297,439,2023-09-12,3,219.4,0,UPI,658.2
5198,712,131,2025-01-19,1,62.66,20,PayPal,50.13
5199,755,14,2023-08-10,4,145.46,15,Cash,494.56
5200,756,34,2024-03-10,1,226.88,5,UPI,215.54
5201,793,161,2023-01-29,3,454.6,15,UPI,1159.23
5202,888,81,2023-10-04,4,102.19,0,PayPal,408.76
5203,608,114,2024-06-24,1,451.91,0,Card,451.91
5204,17,453,2024-02-10,4,203.84,0,Cash,815.36
5205,924,250,2025-01-18,3,102.41,15,PayPal,261.15
5206,488,135,2024-01-17,3,414.07,15,Card,1055.88
5207,752,96,2024-08-27,5,210.18,5,UPI,998.36
5208,870,384,2023-09-13,5,434.92,5,UPI,2065.87
5209,83,482,2024-04-21,5,26.67,5,Cash,126.68
5210,179,424,2024-06-02,3,182.86,10,Card,493.72
5211,602,439,2025-01-11,2,210.01,0,Card,420.02
5212,178,368,2023-12-25,4,396.84,10,PayPal,1428.62
5213,871,187,2024-04-10,5,226.12,10,Card,1017.54
5214,662,452,2023-02-02,4,410.42,5,Cash,1559.6
5215,509,191,2024-01-30,3,474.02,5,PayPal,1350.96
5216,976,317,2024-03-18,4,28.11,15,Cash,95.57
5217,209,422,2025-05-15,4,82.53,10,PayPal,297.11
5218,555,96,2025-05-12,3,172.62,20,UPI,414.29
5219,7,33,2023-12-25,1,369.96,20,UPI,295.97
5220,950,34,2025-01-04,1,494.08,10,Cash,444.67
5221,236,430,2025-06-01,4,49.9,10,Cash,179.64
5222,506,260,2024-12-03,4,47.25,20,UPI,151.2
5223,14,71,2023-05-26,5,184.43,10,Cash,829.94
5224,805,211,2025-02-18,4,298.8,15,UPI,1015.92
5225,406,431,2024-08-23,1,214.89,15,Cash,182.66
5226,75,90,2025-01-24,1,149.79,10,Cash,134.81
5227,511,152,2023-08-13,3,259.17,5,Cash,738.63
5228,275,250,2024-04-13,3,428.53,10,PayPal,1157.03
5229,27,168,2025-02-13,4,287.33,5,Card,1091.85
5230,525,294,2024-09-12,4,13.31,15,Card,45.25
5231,498,492,2024-07-30,1,411.79,10,Cash,370.61
5232,319,454,2023-09-28,1,383.82,5,PayPal,364.63
5233,640,215,2024-05-09,3,156.62,15,PayPal,399.38
5234,124,233,2023-12-24,5,34.39,5,Cash,163.35
5235,446,436,2024-12-04,5,443.37,0,Cash,2216.85
5236,192,185,2023-05-17,2,433.29,0,UPI,866.58
5237,540,431,2024-04-30,5,357.61,10,Cash,1609.25
5238,149,335,2025-04-23,3,465.12,5,Cash,1325.59
5239,66,332,2024-02-18,2,268.03,10,Cash,482.45
5240,346,87,2024-05-31,5,127.61,15,PayPal,542.34
5241,399,142,2023-07-01,4,448.91,10,UPI,1616.08
5242,1000,304,2023-07-02,4,106.07,5,Card,403.07
5243,510,320,2024-09-23,5,408.84,20,PayPal,1635.36
5244,934,84,2023-08-25,1,21.0,20,Card,16.8
5245,996,381,2025-02-17,4,222.15,0,Card,888.6
5246,257,113,2023-09-26,5,274.35,10,Card,1234.58
5247,637,322,2024-06-29,1,383.73,5,Card,364.54
5248,562,121,2023-03-25,4,22.13,10,PayPal,79.67
5249,218,193,2023-09-13,4,188.62,20,UPI,603.58
5250,259,298,2024-02-24,1,297.5,0,Cash,297.5
5251,253,51,2025-02-24,4,428.09,5,UPI,1626.74
5252,241,391,2025-06-07,3,32.84,20,UPI,78.82
5253,951,403,2023-08-07,3,78.88,0,UPI,236.64
5254,973,30,2024-02-15,2,256.22,20,PayPal,409.95
5255,982,65,2023-09-01,5,379.04,15,Cash,1610.92
5256,301,205,2024-10-20,1,191.78,20,Cash,153.42
5257,391,282,2025-01-14,3,444.9,15,UPI,1134.49
5258,380,172,2023-08-10,5,252.01,15,Card,1071.04
5259,701,50,2023-01-16,1,320.24,0,Card,320.24
5260,590,97,2023-05-21,1,113.8,20,Cash,91.04
5261,596,212,2024-12-30,4,393.24,0,PayPal,1572.96
5262,182,458,2023-11-16,3,325.09,10,Card,877.74
5263,905,368,2023-04-25,5,256.95,5,Card,1220.51
5264,926,407,2023-04-04,2,285.28,20,UPI,456.45
5265,905,462,2024-07-20,5,474.5,5,Cash,2253.88
5266,712,361,2023-03-27,1,13.37,0,Cash,13.37
5267,710,28,2024-02-29,5,193.7,0,PayPal,968.5
5268,653,187,2024-05-16,5,331.66,5,UPI,1575.38
5269,692,243,2025-03-07,4,248.33,10,UPI,893.99
5270,447,82,2023-04-14,3,67.47,5,UPI,192.29
5271,548,146,2025-02-11,5,54.64,10,PayPal,245.88
5272,87,96,2025-01-19,5,88.42,20,Cash,353.68
5273,990,119,2024-11-27,5,80.45,20,Cash,321.8
5274,660,388,2025-06-17,5,49.02,20,Cash,196.08
5275,391,180,2023-08-07,1,72.98,0,Cash,72.98
5276,284,202,2023-07-25,5,117.02,15,Cash,497.33
5277,323,500,2025-05-04,3,191.96,0,Cash,575.88
5278,523,80,2023-01-18,4,121.4,5,PayPal,461.32
5279,815,20,2024-10-01,4,9.6,10,PayPal,34.56
5280,657,401,2024-05-26,1,412.89,5,Card,392.25
5281,746,123,2025-03-23,4,380.33,20,UPI,1217.06
5282,442,432,2023-09-28,1,429.04,15,PayPal,364.68
5283,209,437,2025-05-09,2,203.61,20,PayPal,325.78
5284,29,90,2023-02-26,1,68.8,0,UPI,68.8
5285,471,229,2024-10-29,2,395.95,5,PayPal,752.3
5286,214,334,2023-01-13,1,295.81,0,PayPal,295.81
5287,289,346,2024-03-26,4,23.19,5,Cash,88.12
5288,879,131,2025-01-17,1,261.08,0,Cash,261.08
5289,169,339,2023-07-21,1,487.32,15,UPI,414.22
5290,950,74,2023-01-30,5,239.26,20,Card,957.04
5291,434,47,2023-05-20,5,21.33,20,Cash,85.32
5292,470,313,2025-05-17,3,162.69,20,Cash,390.46
5293,966,156,2023-12-29,5,351.85,0,PayPal,1759.25
5294,574,161,2025-02-16,5,401.56,20,UPI,1606.24
5295,582,461,2023-08-19,1,264.11,0,Cash,264.11
5296,795,255,2024-08-04,2,23.1,20,Card,36.96
5297,532,341,2025-01-23,4,284.63,10,Card,1024.67
5298,897,33,2025-01-13,1,408.66,20,Card,326.93
5299,239,355,2024-11-14,4,394.4,10,Cash,1419.84
5300,6,53,2023-01-23,2,493.84,10,UPI,888.91
5301,728,455,2023-08-23,5,330.62,10,Cash,1487.79
5302,463,342,2023-11-09,4,143.8,0,Card,575.2
5303,702,422,2024-12-25,4,435.81,15,Card,1481.75
5304,186,43,2024-06-25,3,468.11,15,Card,1193.68
5305,79,41,2024-10-27,3,182.34,20,PayPal,437.62
5306,792,95,2023-04-23,2,384.55,5,UPI,730.64
5307,83,371,2023-10-23,2,238.73,0,PayPal,477.46
5308,878,429,2023-09-02,1,238.22,5,Card,226.31
5309,105,386,2025-03-16,1,23.82,10,Card,21.44
5310,453,397,2023-07-02,5,265.52,5,Card,1261.22
5311,786,447,2023-08-13,4,10.73,15,PayPal,36.48
5312,326,62,2023-04-16,3,498.49,15,Card,1271.15
5313,575,346,2025-03-31,3,439.17,5,UPI,1251.63
5314,558,286,2024-11-21,5,111.4,5,Cash,529.15
5315,80,453,2024-12-06,4,184.9,20,PayPal,591.68
5316,37,296,2024-07-20,3,192.14,10,Cash,518.78
5317,298,339,2025-01-21,5,11.04,15,UPI,46.92
5318,46,484,2023-01-09,2,116.5,5,Card,221.35
5319,806,190,2023-08-02,2,464.49,15,PayPal,789.63
5320,99,241,2024-02-26,5,234.65,15,Cash,997.26
5321,785,435,2025-04-13,2,299.85,20,UPI,479.76
5322,452,405,2023-08-23,3,273.81,0,Card,821.43
5323,67,86,2025-03-27,2,410.28,10,Cash,738.5
5324,959,293,2023-04-03,1,382.92,0,Cash,382.92
5325,6,92,2025-05-03,5,101.02,0,PayPal,505.1
5326,1000,62,2023-07-02,2,250.77,0,Card,501.54
5327,116,193,2024-11-02,1,337.09,15,Cash,286.53
5328,833,140,2024-09-22,5,25.01,20,PayPal,100.04
5329,824,10,2023-10-20,3,339.65,15,UPI,866.11
5330,523,27,2023-10-10,3,460.81,10,Card,1244.19
5331,616,303,2025-05-21,5,229.17,10,Card,1031.26
5332,914,10,2024-11-10,1,205.29,10,Cash,184.76
5333,470,403,2023-12-13,4,180.62,10,Cash,650.23
5334,214,10,2024-01-21,1,304.46,20,Cash,243.57
5335,959,203,2023-12-17,5,305.82,0,UPI,1529.1
5336,635,262,2023-01-21,2,322.21,10,UPI,579.98
5337,273,396,2025-05-01,5,22.91,15,UPI,97.37
5338,746,256,2024-01-07,1,251.04,0,UPI,251.04
5339,404,399,2024-04-17,2,177.76,20,PayPal,284.42
5340,863,148,2025-01-02,1,316.05,15,UPI,268.64
5341,772,240,2023-07-13,5,394.02,0,Cash,1970.1
5342,616,4,2023-02-09,3,470.46,5,PayPal,1340.81
5343,982,371,2023-02-27,4,20.3,10,UPI,73.08
5344,403,436,2024-12-11,3,458.64,0,Cash,1375.92
5345,346,19,2025-06-11,1,329.16,0,UPI,329.16
5346,741,469,2024-10-10,3,399.37,10,Card,1078.3
5347,75,199,2024-12-16,1,343.28,10,Card,308.95
5348,7,4,2023-06-04,5,424.79,15,Cash,1805.36
5349,669,339,2024-03-12,5,30.9,10,Card,139.05
5350,287,136,2024-08-05,3,448.44,0,PayPal,1345.32
5351,249,298,2023-12-25,1,443.47,15,PayPal,376.95
5352,11,238,2024-09-07,4,281.19,0,UPI,1124.76
5353,831,458,2024-10-26,2,414.34,20,Card,662.94
5354,534,281,2023-01-15,5,17.3,10,Card,77.85
5355,126,40,2024-04-25,5,223.33,15,PayPal,949.15
5356,507,213,2023-05-06,3,475.74,0,UPI,1427.22
5357,981,146,2025-01-07,2,128.64,5,PayPal,244.42
5358,496,457,2024-03-22,3,74.84,0,PayPal,224.52
5359,23,154,2023-01-30,4,430.06,5,PayPal,1634.23
5360,974,310,2025-06-03,1,44.01,20,PayPal,35.21
5361,682,87,2023-10-08,5,458.6,10,Cash,2063.7
5362,608,256,2023-12-03,5,460.09,0,PayPal,2300.45
5363,720,24,2024-09-17,1,114.5,0,Card,114.5
5364,740,155,2023-04-09,1,315.56,20,PayPal,252.45
5365,274,204,2025-05-25,5,96.13,0,Cash,480.65
5366,162,499,2023-06-27,1,270.89,5,Cash,257.35
5367,644,255,2025-04-05,4,26.52,15,Card,90.17
5368,571,474,2024-10-28,5,489.92,10,UPI,2204.64
5369,71,97,2023-05-08,5,261.8,5,PayPal,1243.55
5370,619,36,2023-07-24,3,225.22,0,Cash,675.66
5371,239,472,2025-01-10,1,342.85,5,UPI,325.71
5372,63,452,2025-03-25,1,77.35,15,Card,65.75
5373,353,107,2024-07-28,4,88.39,10,Card,318.2
5374,319,92,2024-02-20,4,311.94,5,PayPal,1185.37
5375,884,397,2025-05-04,1,135.2,15,UPI,114.92
5376,129,8,2024-10-28,4,229.89,5,PayPal,873.58
5377,652,255,2024-10-04,5,331.43,15,Cash,1408.58
5378,712,319,2025-03-27,3,318.85,10,PayPal,860.9
5379,963,342,2023-03-29,2,73.96,0,Cash,147.92
5380,517,423,2024-07-12,1,321.6,5,Card,305.52
5381,66,172,2024-10-29,5,216.41,10,Cash,973.85
5382,30,258,2024-09-23,5,259.45,20,UPI,1037.8
5383,614,213,2024-07-08,5,277.65,5,PayPal,1318.84
5384,587,93,2024-01-01,1,230.17,10,UPI,207.15
5385,596,427,2024-10-20,3,159.67,10,Cash,431.11
5386,377,276,2024-10-10,1,99.66,15,UPI,84.71
5387,826,189,2025-02-28,2,337.8,15,Cash,574.26
5388,839,127,2023-09-14,1,341.94,20,Cash,273.55
5389,658,410,2025-01-25,5,237.3,10,Cash,1067.85
5390,61,26,2024-09-20,4,384.38,15,Card,1306.89
5391,524,488,2023-06-14,3,32.08,10,Card,86.62
5392,109,140,2024-11-20,3,431.7,0,Card,1295.1
5393,792,227,2024-08-16,4,454.13,15,Cash,1544.04
5394,213,186,2024-10-29,2,445.52,15,Card,757.38
5395,400,361,2024-06-06,4,337.76,20,UPI,1080.83
5396,645,130,2023-05-15,4,99.74,0,Cash,398.96
5397,404,311,2024-04-25,4,300.93,0,Card,1203.72
5398,801,445,2025-04-18,2,150.0,20,UPI,240.0
5399,189,384,2023-11-06,4,306.81,5,Cash,1165.88
5400,100,63,2025-02-16,3,242.01,10,PayPal,653.43
5401,876,274,2025-02-09,5,402.19,20,UPI,1608.76
5402,685,206,2024-07-05,4,181.48,0,PayPal,725.92
5403,593,495,2024-12-28,2,20.25,5,UPI,38.48
5404,978,60,2024-10-11,4,5.73,0,PayPal,22.92
5405,3,203,2024-08-05,4,148.93,20,PayPal,476.58
5406,428,362,2024-03-22,3,197.39,20,Card,473.74
5407,221,166,2023-01-06,2,190.06,15,Card,323.1
5408,334,459,2024-06-27,1,206.32,5,Cash,196.0
5409,913,75,2025-04-29,3,416.94,0,Card,1250.82
5410,87,254,2025-05-22,5,15.82,15,PayPal,67.23
5411,655,411,2023-03-08,1,454.25,5,PayPal,431.54
5412,153,260,2023-09-27,5,431.15,15,PayPal,1832.39
5413,109,397,2023-12-08,3,290.46,0,Card,871.38
5414,736,304,2023-05-19,1,295.09,15,UPI,250.83
5415,553,434,2024-03-12,1,75.31,5,Card,71.54
5416,112,321,2024-08-23,3,127.83,0,UPI,383.49
5417,811,456,2024-12-11,4,206.97,20,Card,662.3
5418,525,54,2024-08-12,2,286.93,20,UPI,459.09
5419,760,10,2023-03-10,1,227.3,15,Cash,193.21
5420,104,228,2024-03-17,4,221.3,20,Cash,708.16
5421,286,63,2023-06-26,1,389.46,10,Card,350.51
5422,729,41,2024-08-02,2,416.3,15,Cash,707.71
5423,783,180,2025-04-02,4,385.73,10,Cash,1388.63
5424,586,307,2023-10-03,4,401.24,0,PayPal,1604.96
5425,813,429,2023-03-26,1,337.09,10,PayPal,303.38
5426,342,325,2024-04-08,2,310.91,0,PayPal,621.82
5427,395,66,2024-03-21,4,38.4,10,Cash,138.24
5428,437,471,2023-11-06,5,486.51,5,PayPal,2310.92
5429,3,1,2024-04-21,3,470.84,15,Card,1200.64
5430,636,203,2024-10-15,1,129.43,10,PayPal,116.49
5431,841,497,2024-06-02,2,61.02,0,PayPal,122.04
5432,596,242,2024-08-18,3,67.1,20,Card,161.04
5433,430,38,2025-01-13,2,467.53,0,UPI,935.06
5434,995,107,2024-03-12,1,231.95,0,Cash,231.95
5435,121,39,2023-09-26,2,236.61,15,UPI,402.24
5436,250,459,2023-09-06,1,27.07,10,Card,24.36
5437,813,443,2024-07-23,3,62.75,20,PayPal,150.6
5438,262,232,2024-04-12,4,36.6,10,UPI,131.76
5439,967,233,2025-03-31,1,369.97,20,UPI,295.98
5440,276,195,2024-07-22,1,247.95,0,UPI,247.95
5441,572,168,2023-05-20,3,370.76,0,Cash,1112.28
5442,13,491,2023-12-22,5,315.91,0,UPI,1579.55
5443,252,189,2024-12-27,1,93.57,20,PayPal,74.86
5444,637,469,2025-01-24,3,257.26,20,PayPal,617.42
5445,636,165,2023-06-10,4,345.06,5,UPI,1311.23
5446,462,197,2023-11-02,4,325.29,5,UPI,1236.1
5447,507,191,2025-01-13,2,477.7,5,Card,907.63
5448,591,305,2024-04-19,1,66.44,5,UPI,63.12
5449,574,462,2024-03-02,1,224.95,10,Card,202.45
5450,979,489,2023-04-14,5,460.88,20,Cash,1843.52
5451,242,383,2024-09-14,5,450.51,5,UPI,2139.92
5452,335,307,2025-01-25,5,428.92,10,Cash,1930.14
5453,596,371,2025-02-03,3,359.76,20,PayPal,863.42
5454,802,355,2024-12-22,4,360.32,10,UPI,1297.15
5455,481,389,2023-03-21,1,308.91,20,UPI,247.13
5456,134,376,2025-01-29,1,217.2,5,PayPal,206.34
5457,236,145,2023-08-30,5,271.65,15,PayPal,1154.51
5458,42,285,2023-02-18,5,422.73,15,Cash,1796.6
5459,325,193,2024-03-15,2,472.69,5,Cash,898.11
5460,161,377,2024-09-27,4,78.13,0,PayPal,312.52
5461,13,76,2024-11-27,5,487.6,15,Card,2072.3
5462,979,326,2024-10-16,5,48.46,15,Card,205.96
5463,512,398,2024-04-02,2,301.1,10,UPI,541.98
5464,521,402,2023-05-08,2,163.2,5,PayPal,310.08
5465,942,19,2024-08-21,2,86.56,20,Cash,138.5
5466,24,132,2024-07-17,2,294.52,5,PayPal,559.59
5467,851,129,2025-06-12,1,199.18,20,Cash,159.34
5468,64,362,2023-08-28,4,436.8,10,UPI,1572.48
5469,689,235,2025-03-19,4,475.45,5,UPI,1806.71
5470,140,192,2024-06-12,1,58.29,15,Cash,49.55
5471,548,9,2024-06-28,3,430.18,0,Cash,1290.54
5472,694,56,2023-08-07,4,446.52,10,PayPal,1607.47
5473,816,184,2025-04-04,3,53.07,0,UPI,159.21
5474,733,467,2023-07-16,1,241.22,10,Card,217.1
5475,556,336,2025-05-06,5,389.64,15,Card,1655.97
5476,492,29,2023-09-18,3,158.54,5,PayPal,451.84
5477,800,499,2023-04-17,4,206.05,5,Cash,782.99
5478,454,287,2023-02-08,2,272.24,15,Cash,462.81
5479,241,306,2025-06-11,2,381.64,15,Cash,648.79
5480,969,393,2023-08-27,5,422.97,5,PayPal,2009.11
5481,22,466,2023-05-30,3,180.74,5,Cash,515.11
5482,170,5,2025-03-14,3,480.64,5,Cash,1369.82
5483,881,332,2024-03-27,4,290.46,15,Cash,987.56
5484,315,163,2023-09-26,2,454.75,10,Card,818.55
5485,608,266,2025-03-27,3,482.65,10,Cash,1303.15
5486,697,19,2025-03-27,1,294.01,10,UPI,264.61
5487,522,284,2025-02-05,4,408.14,10,PayPal,1469.3
5488,831,253,2023-08-20,1,31.46,20,Card,25.17
5489,216,397,2024-08-28,2,195.23,10,UPI,351.41
5490,526,398,2024-12-16,5,77.95,0,Cash,389.75
5491,921,104,2024-08-24,4,359.94,15,Card,1223.8
5492,205,353,2025-06-11,2,353.0,10,PayPal,635.4
5493,636,362,2024-05-10,4,199.74,15,Card,679.12
5494,697,274,2025-01-12,5,207.81,15,UPI,883.19
5495,825,207,2025-04-29,4,147.2,0,Card,588.8
5496,63,453,2025-01-23,1,421.49,20,Card,337.19
5497,920,93,2024-07-30,2,205.44,5,Cash,390.34
5498,709,428,2023-10-09,1,193.04,0,UPI,193.04
5499,291,4,2024-06-08,4,228.8,0,Cash,915.2
5500,188,272,2023-01-09,4,471.35,5,Card,1791.13
5501,813,223,2024-12-14,3,74.9,5,UPI,213.47
5502,804,70,2023-07-09,5,15.12,5,PayPal,71.82
5503,446,186,2024-08-19,3,210.18,20,Cash,504.43
5504,516,161,2024-09-09,3,446.86,20,UPI,1072.46
5505,884,207,2025-05-13,4,434.9,0,UPI,1739.6
5506,411,49,2023-07-24,2,349.69,5,Card,664.41
5507,38,421,2024-01-12,2,377.97,10,UPI,680.35
5508,862,54,2024-10-24,4,350.85,0,PayPal,1403.4
5509,24,18,2024-05-29,3,129.96,0,Cash,389.88
5510,967,350,2024-11-28,4,97.09,0,Card,388.36
5511,628,84,2024-05-01,5,156.94,15,Card,667.0
5512,30,321,2024-01-23,5,368.5,20,Card,1474.0
5513,503,62,2023-01-30,4,335.64,20,Cash,1074.05
5514,640,217,2025-01-11,5,309.46,5,Cash,1469.93
5515,767,141,2023-12-13,5,337.51,10,Cash,1518.8
5516,374,366,2024-11-01,5,170.84,15,Card,726.07
5517,939,252,2024-06-19,4,411.94,15,UPI,1400.6
5518,123,476,2024-01-23,3,159.86,5,Cash,455.6
5519,364,160,2024-09-24,5,178.09,20,Card,712.36
5520,272,412,2024-09-20,5,451.41,5,Cash,2144.2
5521,123,193,2023-02-19,5,388.63,0,Card,1943.15
5522,115,286,2023-05-23,4,212.41,20,Card,679.71
5523,883,131,2024-08-09,3,370.5,10,UPI,1000.35
5524,243,402,2025-05-31,4,210.73,20,Card,674.34
5525,807,4,2023-04-28,1,173.11,10,PayPal,155.8
5526,786,447,2023-12-04,1,352.96,5,Card,335.31
5527,262,469,2025-06-05,4,346.59,15,Cash,1178.41
5528,19,422,2024-03-24,2,149.25,15,UPI,253.72
5529,795,29,2024-11-08,2,444.8,15,UPI,756.16
5530,759,122,2024-04-28,4,306.72,5,PayPal,1165.54
5531,489,441,2023-03-08,3,20.65,20,Cash,49.56
5532,789,179,2024-04-05,5,460.0,5,PayPal,2185.0
5533,16,271,2023-06-15,5,363.33,5,Cash,1725.82
5534,170,35,2023-08-29,5,379.99,10,UPI,1709.96
5535,280,273,2024-09-12,2,68.68,15,Card,116.76
5536,357,214,2024-08-30,4,213.13,20,Cash,682.02
5537,292,17,2024-09-28,1,276.71,0,PayPal,276.71
5538,824,18,2023-05-24,5,243.03,20,PayPal,972.12
5539,934,345,2025-04-12,3,227.99,15,Cash,581.37
5540,529,140,2023-06-25,1,20.34,15,Card,17.29
5541,929,234,2025-03-17,4,198.77,5,PayPal,755.33
5542,636,326,2023-03-23,5,307.45,15,Card,1306.66
5543,240,29,2023-09-15,5,358.62,5,Card,1703.44
5544,177,430,2023-08-28,2,295.19,15,Cash,501.82
5545,539,121,2023-02-13,2,279.83,5,PayPal,531.68
5546,55,160,2023-01-19,3,300.21,15,PayPal,765.54
5547,807,136,2024-08-04,3,447.7,20,PayPal,1074.48
5548,20,100,2023-11-17,2,37.15,20,UPI,59.44
5549,390,235,2023-07-20,4,391.28,0,UPI,1565.12
5550,422,349,2023-07-30,1,234.88,20,Cash,187.9
5551,710,83,2024-07-03,1,173.93,15,PayPal,147.84
5552,883,129,2024-07-14,5,456.74,15,UPI,1941.14
5553,762,160,2025-04-14,4,383.91,0,UPI,1535.64
5554,197,75,2023-11-09,4,131.91,20,PayPal,422.11
5555,225,253,2025-05-23,2,338.87,20,Cash,542.19
5556,855,493,2023-11-06,1,150.19,0,Card,150.19
5557,158,364,2024-03-12,1,10.82,20,Card,8.66
5558,895,498,2024-06-15,5,44.48,20,Cash,177.92
5559,119,359,2023-10-09,2,248.04,10,Card,446.47
5560,502,235,2023-12-18,4,287.35,0,Card,1149.4
5561,255,477,2024-05-09,1,482.28,10,Cash,434.05
5562,850,304,2024-09-04,1,439.07,0,PayPal,439.07
5563,19,67,2024-01-03,2,181.95,5,UPI,345.7
5564,924,36,2023-02-09,5,146.66,0,Card,733.3
5565,857,162,2024-07-01,2,398.11,5,UPI,756.41
5566,346,347,2025-03-28,2,7.44,10,Card,13.39
5567,144,31,2025-02-27,1,293.9,0,Cash,293.9
5568,198,265,2024-05-07,3,96.57,5,UPI,275.22
5569,687,214,2023-01-22,1,162.48,0,Cash,162.48
5570,256,179,2023-09-13,5,56.2,0,Card,281.0
5571,959,131,2024-08-09,5,109.35,5,UPI,519.41
5572,282,450,2025-05-17,4,250.37,20,PayPal,801.18
5573,542,424,2024-06-04,5,188.73,10,Cash,849.28
5574,954,357,2023-07-29,4,147.12,15,UPI,500.21
5575,215,384,2025-04-27,4,282.61,20,Card,904.35
5576,61,373,2024-04-21,3,411.01,5,PayPal,1171.38
5577,188,52,2025-01-14,4,345.25,5,Card,1311.95
5578,881,150,2025-02-15,4,91.89,0,PayPal,367.56
5579,819,402,2024-05-02,5,50.73,0,Card,253.65
5580,584,392,2024-10-06,2,480.09,20,UPI,768.14
5581,326,322,2023-06-13,1,214.35,15,PayPal,182.2
5582,822,412,2024-10-12,3,264.84,0,PayPal,794.52
5583,735,348,2023-04-24,1,18.36,20,UPI,14.69
5584,214,287,2023-10-14,1,36.64,15,Card,31.14
5585,693,380,2025-01-27,3,427.47,15,Card,1090.05
5586,11,66,2024-01-23,4,382.34,10,Card,1376.42
5587,864,174,2024-01-25,3,58.64,5,UPI,167.12
5588,362,411,2025-05-15,4,274.02,5,PayPal,1041.28
5589,294,370,2025-05-26,2,209.63,15,PayPal,356.37
5590,274,131,2023-05-13,4,50.89,15,PayPal,173.03
5591,45,100,2024-06-11,5,97.05,20,Card,388.2
5592,101,264,2023-10-31,2,62.39,10,Cash,112.3
5593,693,167,2025-01-01,3,468.4,10,UPI,1264.68
5594,7,206,2024-08-01,3,278.62,5,PayPal,794.07
5595,446,315,2024-09-24,5,447.38,20,Cash,1789.52
5596,602,171,2024-11-14,3,440.32,15,UPI,1122.82
5597,463,109,2024-04-19,2,8.82,10,PayPal,15.88
5598,439,251,2024-11-16,2,240.69,15,Card,409.17
5599,641,228,2024-11-07,1,244.01,20,Card,195.21
5600,822,350,2025-01-28,3,405.28,15,Card,1033.46
5601,76,218,2024-07-26,5,7.63,0,UPI,38.15
5602,31,7,2024-10-31,1,189.13,5,UPI,179.67
5603,577,389,2025-04-28,2,284.45,0,UPI,568.9
5604,937,315,2024-09-01,5,379.14,5,PayPal,1800.91
5605,718,470,2023-06-08,4,240.56,15,PayPal,817.9
5606,260,371,2024-09-21,2,79.28,15,PayPal,134.78
5607,206,278,2023-04-29,3,271.21,20,UPI,650.9
5608,488,359,2025-03-27,3,116.61,5,Cash,332.34
5609,977,3,2023-09-15,4,206.6,0,Card,826.4
5610,511,475,2025-06-18,1,267.78,15,Cash,227.61
5611,872,363,2023-06-12,2,326.06,20,Card,521.7
5612,476,231,2024-12-26,1,77.4,15,Card,65.79
5613,157,14,2023-08-30,1,346.28,5,Card,328.97
5614,619,144,2024-03-09,3,442.82,20,Cash,1062.77
5615,133,185,2025-01-23,1,364.66,5,Cash,346.43
5616,758,277,2024-11-16,1,320.33,10,PayPal,288.3
5617,421,396,2023-05-08,4,263.76,0,PayPal,1055.04
5618,625,390,2025-02-10,5,209.36,10,UPI,942.12
5619,275,230,2023-12-06,2,329.29,15,PayPal,559.79
5620,580,476,2023-01-09,4,123.43,5,Cash,469.03
5621,244,20,2023-07-11,2,284.83,15,Card,484.21
5622,694,133,2024-10-29,2,214.67,0,Card,429.34
5623,171,159,2023-10-08,2,393.95,0,Card,787.9
5624,304,379,2024-06-24,1,14.97,0,Cash,14.97
5625,307,374,2023-10-04,4,82.2,0,PayPal,328.8
5626,671,392,2023-06-10,4,327.31,10,Card,1178.32
5627,495,224,2024-03-19,3,53.96,5,Cash,153.79
5628,793,349,2023-03-22,4,147.58,10,UPI,531.29
5629,725,318,2025-01-26,2,218.09,15,PayPal,370.75
5630,221,11,2025-06-17,5,421.73,0,PayPal,2108.65
5631,393,117,2024-02-18,5,353.77,15,Card,1503.52
5632,999,55,2023-10-09,4,72.33,20,Card,231.46
5633,481,124,2024-01-09,4,315.68,15,PayPal,1073.31
5634,972,376,2023-08-06,2,400.21,20,Cash,640.34
5635,208,260,2025-03-17,3,108.17,15,PayPal,275.83
5636,12,159,2024-09-23,2,384.62,0,UPI,769.24
5637,406,175,2023-10-10,2,416.67,0,PayPal,833.34
5638,186,204,2023-04-03,1,314.94,5,Card,299.19
5639,663,140,2023-05-10,1,372.85,5,PayPal,354.21
5640,723,343,2024-02-11,2,165.18,10,Card,297.32
5641,482,444,2023-07-19,4,291.95,5,PayPal,1109.41
5642,271,449,2025-01-29,3,331.05,5,Cash,943.49
5643,229,481,2023-01-08,5,288.45,5,Card,1370.14
5644,733,51,2024-04-23,2,123.38,20,UPI,197.41
5645,803,262,2023-05-15,4,394.85,5,Card,1500.43
5646,599,101,2025-04-21,4,35.1,15,PayPal,119.34
5647,662,13,2024-02-10,1,464.61,10,Card,418.15
5648,821,422,2024-08-29,1,433.14,5,PayPal,411.48
5649,532,39,2025-05-23,2,233.43,10,UPI,420.17
5650,520,218,2023-12-15,1,241.26,0,PayPal,241.26
